 market  , stkcode  , order_book_id  , ind_number_2021  
 0       , 300271   , 300271.XSHE    , ind26            
 0       , 300278   , 300278.XSHE    , ind15            
 0       , 300280   , 300280.XSHE    , ind12            
 0       , 300285   , 300285.XSHE    , ind20            
 0       , 300296   , 300296.XSHE    , ind20            
 0       , 300301   , 300301.XSHE    , ind20            
 0       , 300304   , 300304.XSHE    , ind2             
 0       , 300305   , 300305.XSHE    , ind5             
 0       , 300306   , 300306.XSHE    , ind15            
 0       , 300314   , 300314.XSHE    , ind1             
 0       , 300320   , 300320.XSHE    , ind5             
 0       , 300324   , 300324.XSHE    , ind26            
 0       , 300326   , 300326.XSHE    , ind1             
 0       , 300335   , 300335.XSHE    , ind4             
 0       , 300354   , 300354.XSHE    , ind15            
 0       , 300356   , 300356.XSHE    , ind21            
 0       , 300388   , 300388.XSHE    , ind30            
 0       , 300390   , 300390.XSHE    , ind25            
 0       , 300400   , 300400.XSHE    , ind15            
 0       , 300412   , 300412.XSHE    , ind15            
 0       , 300417   , 300417.XSHE    , ind15            
 0       , 300420   , 300420.XSHE    , ind15            
 0       , 300430   , 300430.XSHE    , ind15            
 0       , 300439   , 300439.XSHE    , ind1             
 0       , 300442   , 300442.XSHE    , ind15            
 0       , 300463   , 300463.XSHE    , ind1             
,,,
 market  , stkcode  , order_book_id  , ind_number_2021  
,,,
 0       , 300464   , 300464.XSHE    , ind23            
 0       , 300471   , 300471.XSHE    , ind15            
 0       , 300487   , 300487.XSHE    , ind5             
 0       , 300489   , 300489.XSHE    , ind15            
 0       , 300496   , 300496.XSHE    , ind26            
 0       , 300503   , 300503.XSHE    , ind15            
 0       , 300508   , 300508.XSHE    , ind26            
 0       , 300517   , 300517.XSHE    , ind7             
 0       , 300518   , 300518.XSHE    , ind23            
 0       , 300520   , 300520.XSHE    , ind26            
 0       , 300535   , 300535.XSHE    , ind5             
 0       , 300621   , 300621.XSHE    , ind7             
 0       , 300622   , 300622.XSHE    , ind23            
 0       , 300624   , 300624.XSHE    , ind26            
 0       , 300625   , 300625.XSHE    , ind6             
 0       , 300633   , 300633.XSHE    , ind1             
 0       , 300637   , 300637.XSHE    , ind5             
 0       , 300640   , 300640.XSHE    , ind16            
 0       , 300654   , 300654.XSHE    , ind12            
 0       , 300657   , 300657.XSHE    , ind20            
 0       , 300659   , 300659.XSHE    , ind26            
 0       , 300664   , 300664.XSHE    , ind30            
 0       , 300667   , 300667.XSHE    , ind15            
 0       , 300673   , 300673.XSHE    , ind13            
 0       , 300678   , 300678.XSHE    , ind26            
 0       , 300685   , 300685.XSHE    , ind1             
 0       , 300700   , 300700.XSHE    , ind15            
 0       , 300712   , 300712.XSHE    , ind7             
 0       , 300720   , 300720.XSHE    , ind15            
 0       , 300736   , 300736.XSHE    , ind20            
 0       , 300739   , 300739.XSHE    , ind20            
 0       , 300740   , 300740.XSHE    , ind31            
 0       , 300759   , 300759.XSHE    , ind1             
 0       , 300769   , 300769.XSHE    , ind21            
 0       , 300773   , 300773.XSHE    , ind28            
 0       , 300774   , 300774.XSHE    , ind30            
 0       , 300775   , 300775.XSHE    , ind24            
 0       , 300782   , 300782.XSHE    , ind20            
 0       , 300795   , 300795.XSHE    , ind18            
 0       , 300799   , 300799.XSHE    , ind26            
 0       , 300824   , 300824.XSHE    , ind6             
 0       , 300830   , 300830.XSHE    , ind26            
 0       , 300841   , 300841.XSHE    , ind1             
 0       , 300854   , 300854.XSHE    , ind30            
 0       , 300861   , 300861.XSHE    , ind15            
 0       , 300862   , 300862.XSHE    , ind15            
 0       , 300863   , 300863.XSHE    , ind2             
 0       , 300878   , 300878.XSHE    , ind1             
 0       , 300879   , 300879.XSHE    , ind15            
 0       , 300884   , 300884.XSHE    , ind26            
 0       , 300896   , 300896.XSHE    , ind31            
 0       , 300911   , 300911.XSHE    , ind6             
 0       , 300923   , 300923.XSHE    , ind15            
 0       , 300951   , 300951.XSHE    , ind20            
 0       , 300955   , 300955.XSHE    , ind31            
 0       , 300959   , 300959.XSHE    , ind9             
 0       , 300967   , 300967.XSHE    , ind13            
 0       , 300971   , 300971.XSHE    , ind15            
 0       , 300984   , 300984.XSHE    , ind15            
 0       , 300988   , 300988.XSHE    , ind15            
 0       , 301001   , 301001.XSHE    , ind23            
 0       , 301002   , 301002.XSHE    , ind21            
 0       , 301005   , 301005.XSHE    , ind2             
 0       , 301024   , 301024.XSHE    , ind7             
 0       , 301035   , 301035.XSHE    , ind5             
 0       , 301065   , 301065.XSHE    , ind1             
 0       , 301071   , 301071.XSHE    , ind5             
 0       , 301088   , 301088.XSHE    , ind22            
 0       , 301099   , 301099.XSHE    , ind20            
 0       , 301105   , 301105.XSHE    , ind15            
 0       , 301107   , 301107.XSHE    , ind15            
 0       , 301108   , 301108.XSHE    , ind31            
 0       , 301129   , 301129.XSHE    , ind15            
 0       , 301149   , 301149.XSHE    , ind5             
 0       , 301183   , 301183.XSHE    , ind20            
 0       , 301190   , 301190.XSHE    , ind5             
 0       , 301200   , 301200.XSHE    , ind15            
 0       , 301215   , 301215.XSHE    , ind2             
 0       , 301219   , 301219.XSHE    , ind25            
 0       , 301233   , 301233.XSHE    , ind2             
 0       , 301267   , 301267.XSHE    , ind1             
 0       , 301298   , 301298.XSHE    , ind2             
 0       , 301306   , 301306.XSHE    , ind24            
 0       , 301323   , 301323.XSHE    , NULL             
 0       , 301391   , 301391.XSHE    , ind26            
 1       , 600029   , 600029.XSHG    , ind3             
 1       , 600053   , 600053.XSHG    , ind28            
 1       , 600060   , 600060.XSHG    , ind6             
 1       , 600071   , 600071.XSHG    , ind20            
 1       , 600072   , 600072.XSHG    , ind24            
 1       , 600079   , 600079.XSHG    , ind1             
 1       , 600086   , 600086.XSHG    , ind22            
 1       , 600100   , 600100.XSHG    , ind26            
 1       , 600107   , 600107.XSHG    , ind22            
 1       , 600137   , 600137.XSHG    , ind22            
 1       , 600158   , 600158.XSHG    , ind18            
 1       , 600171   , 600171.XSHG    , ind20            
 1       , 600183   , 600183.XSHG    , ind20            
 1       , 600198   , 600198.XSHG    , ind9             
 1       , 600200   , 600200.XSHG    , ind1             
,,,
 market  , stkcode  , order_book_id  , ind_number_2021  
,,,
 1       , 600250   , 600250.XSHG    , ind23            
 1       , 600261   , 600261.XSHG    , ind6             
 1       , 600293   , 600293.XSHG    , ind14            
 1       , 600297   , 600297.XSHG    , ind2             
 1       , 600303   , 600303.XSHG    , ind2             
 1       , 600306   , 600306.XSHG    , ind23            
 1       , 600313   , 600313.XSHG    , ind13            
 1       , 600335   , 600335.XSHG    , ind2             
 1       , 600345   , 600345.XSHG    , ind9             
 1       , 600356   , 600356.XSHG    , ind16            
 1       , 600365   , 600365.XSHG    , ind23            
 1       , 600368   , 600368.XSHG    , ind3             
 1       , 600387   , 600387.XSHG    , ind29            
 1       , 600398   , 600398.XSHG    , ind22            
 1       , 600409   , 600409.XSHG    , ind5             
 1       , 600428   , 600428.XSHG    , ind3             
 1       , 600468   , 600468.XSHG    , ind21            
 1       , 600470   , 600470.XSHG    , ind5             
 1       , 600476   , 600476.XSHG    , ind26            
 1       , 600493   , 600493.XSHG    , ind22            
 1       , 600507   , 600507.XSHG    , ind10            
 1       , 600511   , 600511.XSHG    , ind1             
 1       , 600520   , 600520.XSHG    , ind15            
 1       , 600526   , 600526.XSHG    , ind30            
 1       , 600530   , 600530.XSHG    , ind11            
 1       , 600558   , 600558.XSHG    , ind15            
 1       , 600567   , 600567.XSHG    , ind16            
 1       , 600573   , 600573.XSHG    , ind11            
 1       , 600582   , 600582.XSHG    , ind15            
 1       , 600586   , 600586.XSHG    , ind14            
 1       , 600595   , 600595.XSHG    , ind25            
 1       , 600596   , 600596.XSHG    , ind5             
 1       , 600599   , 600599.XSHG    , ind28            
 1       , 600603   , 600603.XSHG    , ind19            
 1       , 600623   , 600623.XSHG    , ind5             
 1       , 600642   , 600642.XSHG    , ind4             
 1       , 600671   , 600671.XSHG    , ind1             
 1       , 600689   , 600689.XSHG    , ind8             
 1       , 600693   , 600693.XSHG    , ind23            
 1       , 600706   , 600706.XSHG    , ind18            
 1       , 600719   , 600719.XSHG    , ind4             
 1       , 600728   , 600728.XSHG    , ind26            
 1       , 600740   , 600740.XSHG    , ind27            
 1       , 600741   , 600741.XSHG    , ind2             
 1       , 600746   , 600746.XSHG    , ind5             
 1       , 600754   , 600754.XSHG    , ind18            
 1       , 600778   , 600778.XSHG    , ind23            
 1       , 600782   , 600782.XSHG    , ind10            
 1       , 600784   , 600784.XSHG    , ind8             
 1       , 600800   , 600800.XSHG    , ind29            
 1       , 600822   , 600822.XSHG    , ind2             
 1       , 600835   , 600835.XSHG    , ind15            
 1       , 600855   , 600855.XSHG    , ind26            
 1       , 600871   , 600871.XSHG    , ind29            
 1       , 600879   , 600879.XSHG    , ind24            
 1       , 600887   , 600887.XSHG    , ind11            
 1       , 600926   , 600926.XSHG    , ind17            
 1       , 601003   , 601003.XSHG    , ind10            
 1       , 601016   , 601016.XSHG    , ind4             
 1       , 601028   , 601028.XSHG    , ind23            
 1       , 601061   , 601061.XSHG    , ind23            
 1       , 601069   , 601069.XSHG    , ind25            
 1       , 601106   , 601106.XSHG    , ind15            
 1       , 601133   , 601133.XSHG    , ind7             
 1       , 601138   , 601138.XSHG    , ind20            
 1       , 601188   , 601188.XSHG    , ind3             
 1       , 601233   , 601233.XSHG    , ind29            
 1       , 601238   , 601238.XSHG    , ind2             
 1       , 601311   , 601311.XSHG    , ind21            
 1       , 601360   , 601360.XSHG    , ind26            
 1       , 601618   , 601618.XSHG    , ind7             
 1       , 601689   , 601689.XSHG    , ind2             
 1       , 601700   , 601700.XSHG    , ind21            
 1       , 601778   , 601778.XSHG    , ind4             
 1       , 601816   , 601816.XSHG    , ind3             
 1       , 601827   , 601827.XSHG    , ind30            
 1       , 601865   , 601865.XSHG    , ind21            
 1       , 601868   , 601868.XSHG    , ind7             
 1       , 601869   , 601869.XSHG    , ind9             
 1       , 601882   , 601882.XSHG    , ind15            
 1       , 601888   , 601888.XSHG    , ind23            
 1       , 601952   , 601952.XSHG    , ind13            
 1       , 601968   , 601968.XSHG    , ind16            
 1       , 603006   , 603006.XSHG    , ind2             
 1       , 603008   , 603008.XSHG    , ind16            
 1       , 603009   , 603009.XSHG    , ind2             
 1       , 603011   , 603011.XSHG    , ind15            
 1       , 603017   , 603017.XSHG    , ind7             
 1       , 603019   , 603019.XSHG    , ind26            
 1       , 603033   , 603033.XSHG    , ind5             
 1       , 603035   , 603035.XSHG    , ind2             
 1       , 603039   , 603039.XSHG    , ind26            
 1       , 603059   , 603059.XSHG    , ind31            
 1       , 603060   , 603060.XSHG    , ind18            
 1       , 603063   , 603063.XSHG    , ind21            
 1       , 603073   , 603073.XSHG    , ind5             
 1       , 603085   , 603085.XSHG    , ind2             
 1       , 603102   , 603102.XSHG    , ind11            
 1       , 603112   , 603112.XSHG    , ind6             
 1       , 603113   , 603113.XSHG    , ind27            
,,,
 market  , stkcode  , order_book_id  , ind_number_2021  
,,,
 1       , 603127   , 603127.XSHG    , ind1             
 1       , 603187   , 603187.XSHG    , ind15            
 1       , 603208   , 603208.XSHG    , ind16            
 1       , 603211   , 603211.XSHG    , ind2             
 1       , 603236   , 603236.XSHG    , ind9             
 1       , 603279   , 603279.XSHG    , ind30            
 1       , 603299   , 603299.XSHG    , ind5             
 1       , 603301   , 603301.XSHG    , ind1             
 1       , 603326   , 603326.XSHG    , ind16            
 1       , 603331   , 603331.XSHG    , ind15            
 1       , 603338   , 603338.XSHG    , ind15            
 1       , 603380   , 603380.XSHG    , ind20            
 1       , 603386   , 603386.XSHG    , ind20            
 1       , 603390   , 603390.XSHG    , ind2             
 1       , 603416   , 603416.XSHG    , ind15            
 1       , 603507   , 603507.XSHG    , ind21            
 1       , 603516   , 603516.XSHG    , ind26            
 1       , 603517   , 603517.XSHG    , ind11            
 1       , 603520   , 603520.XSHG    , ind1             
 1       , 603528   , 603528.XSHG    , ind26            
 1       , 603530   , 603530.XSHG    , ind21            
 1       , 603536   , 603536.XSHG    , ind11            
 1       , 603579   , 603579.XSHG    , ind6             
 1       , 603586   , 603586.XSHG    , ind2             
 1       , 603590   , 603590.XSHG    , ind1             
 1       , 603629   , 603629.XSHG    , ind20            
 1       , 603637   , 603637.XSHG    , ind7             
 1       , 603639   , 603639.XSHG    , ind5             
 1       , 603650   , 603650.XSHG    , ind5             
 1       , 603683   , 603683.XSHG    , ind5             
 1       , 603685   , 603685.XSHG    , ind20            
 1       , 603701   , 603701.XSHG    , ind2             
 1       , 603739   , 603739.XSHG    , ind5             
 1       , 603768   , 603768.XSHG    , ind2             
 1       , 603789   , 603789.XSHG    , ind15            
 1       , 603798   , 603798.XSHG    , ind29            
 1       , 603838   , 603838.XSHG    , ind16            
 1       , 603858   , 603858.XSHG    , ind1             
 1       , 603859   , 603859.XSHG    , ind26            
 1       , 603877   , 603877.XSHG    , ind22            
 1       , 603882   , 603882.XSHG    , ind1             
 1       , 603883   , 603883.XSHG    , ind1             
 1       , 603906   , 603906.XSHG    , ind5             
 1       , 603908   , 603908.XSHG    , ind22            
 1       , 603927   , 603927.XSHG    , ind26            
 1       , 603956   , 603956.XSHG    , ind15            
 1       , 603968   , 603968.XSHG    , ind5             
 1       , 603977   , 603977.XSHG    , ind5             
 1       , 605007   , 605007.XSHG    , ind16            
 1       , 605050   , 605050.XSHG    , ind3             
 1       , 605081   , 605081.XSHG    , ind30            
 1       , 605099   , 605099.XSHG    , ind16            
 1       , 605118   , 605118.XSHG    , ind26            
 1       , 605155   , 605155.XSHG    , ind16            
 1       , 605177   , 605177.XSHG    , ind1             
 1       , 605198   , 605198.XSHG    , ind13            
 1       , 605287   , 605287.XSHG    , ind7             
 1       , 605298   , 605298.XSHG    , ind15            
 1       , 605318   , 605318.XSHG    , ind14            
 1       , 688002   , 688002.XSHG    , ind24            
 1       , 688003   , 688003.XSHG    , ind15            
 1       , 688006   , 688006.XSHG    , ind21            
 1       , 688007   , 688007.XSHG    , ind20            
 1       , 688010   , 688010.XSHG    , ind20            
 1       , 688017   , 688017.XSHG    , ind15            
 1       , 688020   , 688020.XSHG    , ind20            
 1       , 688022   , 688022.XSHG    , ind15            
 1       , 688031   , 688031.XSHG    , ind26            
 1       , 688059   , 688059.XSHG    , ind15            
 1       , 688060   , 688060.XSHG    , ind26            
 1       , 688067   , 688067.XSHG    , ind1             
 1       , 688078   , 688078.XSHG    , ind26            
 1       , 688080   , 688080.XSHG    , ind9             
 1       , 688081   , 688081.XSHG    , ind24            
 1       , 688084   , 688084.XSHG    , ind24            
 1       , 688085   , 688085.XSHG    , ind1             
 1       , 688097   , 688097.XSHG    , ind15            
 1       , 688101   , 688101.XSHG    , ind30            
 1       , 688147   , 688147.XSHG    , ind21            
 1       , 688177   , 688177.XSHG    , ind1             
 1       , 688179   , 688179.XSHG    , ind5             
 1       , 688188   , 688188.XSHG    , ind26            
 1       , 688233   , 688233.XSHG    , ind20            
 1       , 688235   , 688235.XSHG    , ind1             
 1       , 688246   , 688246.XSHG    , ind26            
 1       , 688253   , 688253.XSHG    , ind1             
 1       , 688266   , 688266.XSHG    , ind1             
 1       , 688277   , 688277.XSHG    , ind1             
 1       , 688281   , 688281.XSHG    , ind24            
 1       , 688298   , 688298.XSHG    , ind1             
 1       , 688308   , 688308.XSHG    , ind15            
 1       , 688314   , 688314.XSHG    , ind1             
 1       , 688326   , 688326.XSHG    , ind26            
 1       , 688333   , 688333.XSHG    , ind15            
 1       , 688350   , 688350.XSHG    , ind5             
 1       , 688351   , 688351.XSHG    , ind1             
 1       , 688357   , 688357.XSHG    , ind5             
 1       , 688382   , 688382.XSHG    , ind1             
 1       , 688385   , 688385.XSHG    , ind20            
 1       , 688459   , 688459.XSHG    , ind15            
 1       , 688511   , 688511.XSHG    , ind24            
 1       , 688512   , 688512.XSHG    , ind20            
 1       , 688516   , 688516.XSHG    , ind21            
 1       , 688556   , 688556.XSHG    , ind21            
 1       , 688578   , 688578.XSHG    , ind1             
 1       , 688585   , 688585.XSHG    , ind5             
 1       , 688590   , 688590.XSHG    , ind26            
 1       , 688595   , 688595.XSHG    , ind20            
 1       , 688597   , 688597.XSHG    , ind21            
 1       , 688667   , 688667.XSHG    , ind2             
 1       , 688711   , 688711.XSHG    , ind20            
 1       , 688733   , 688733.XSHG    , ind21            
 1       , 688776   , 688776.XSHG    , ind24            
 1       , 688800   , 688800.XSHG    , ind20            
 1       , 688819   , 688819.XSHG    , ind21            
 1       , 741925   , 741925.XSHG    , NULL             
 1       , 780121   , 780121.XSHG    , NULL             
 1       , 787068   , 787068.XSHG    , NULL             
 1       , 787361   , 787361.XSHG    , NULL             
 1       , 789458   , 789458.XSHG    , NULL             
 1       , 789479   , 789479.XSHG    , NULL             
 1       , 789523   , 789523.XSHG    , NULL             
 0       , 000016   , 000016.XSHE    , ind6             
 0       , 000035   , 000035.XSHE    , ind30            
 0       , 000055   , 000055.XSHE    , ind14            
 0       , 000062   , 000062.XSHE    , ind20            
 0       , 000070   , 000070.XSHE    , ind9             
 0       , 000090   , 000090.XSHE    , ind19            
 0       , 000166   , 000166.XSHE    , ind28            
 0       , 000425   , 000425.XSHE    , ind15            
 0       , 000518   , 000518.XSHE    , ind1             
 0       , 000521   , 000521.XSHE    , ind6             
 0       , 000526   , 000526.XSHE    , ind18            
 0       , 000531   , 000531.XSHE    , ind4             
 0       , 000534   , 000534.XSHE    , ind1             
 0       , 000537   , 000537.XSHE    , ind4             
 0       , 000548   , 000548.XSHE    , ind3             
 0       , 000550   , 000550.XSHE    , ind2             
 0       , 000561   , 000561.XSHE    , ind24            
 0       , 000592   , 000592.XSHE    , ind13            
 0       , 000598   , 000598.XSHE    , ind30            
 0       , 000615   , 000615.XSHE    , ind31            
 0       , 000620   , 000620.XSHE    , ind19            
 0       , 000628   , 000628.XSHE    , ind7             
 0       , 000636   , 000636.XSHE    , ind20            
 0       , 000661   , 000661.XSHE    , ind1             
 0       , 000672   , 000672.XSHE    , ind14            
 0       , 000685   , 000685.XSHE    , ind30            
 0       , 000695   , 000695.XSHE    , ind16            
 0       , 000698   , 000698.XSHE    , ind29            
 0       , 000703   , 000703.XSHE    , ind29            
 0       , 000709   , 000709.XSHE    , ind10            
 0       , 000715   , 000715.XSHE    , ind23            
 0       , 000717   , 000717.XSHE    , ind10            
 0       , 000726   , 000726.XSHE    , ind22            
 0       , 000732   , 000732.XSHE    , ind19            
 0       , 000751   , 000751.XSHE    , ind25            
 0       , 000766   , 000766.XSHE    , ind1             
 0       , 000782   , 000782.XSHE    , ind5             
 0       , 000783   , 000783.XSHE    , ind28            
 0       , 000790   , 000790.XSHE    , ind1             
 0       , 000796   , 000796.XSHE    , ind18            
 0       , 000807   , 000807.XSHE    , ind25            
 0       , 000821   , 000821.XSHE    , ind21            
 0       , 000868   , 000868.XSHE    , ind2             
 0       , 000882   , 000882.XSHE    , ind23            
 0       , 000899   , 000899.XSHE    , ind4             
 0       , 000905   , 000905.XSHE    , ind3             
 0       , 000918   , 000918.XSHE    , ind19            
 0       , 000955   , 000955.XSHE    , ind22            
 0       , 000988   , 000988.XSHE    , ind15            
 0       , 000998   , 000998.XSHE    , ind13            
 0       , 000999   , 000999.XSHE    , ind1             
 0       , 001267   , 001267.XSHE    , ind7             
 0       , 001300   , 001300.XSHE    , ind16            
 0       , 001316   , 001316.XSHE    , ind29            
 0       , 001323   , 001323.XSHE    , ind16            
 0       , 001696   , 001696.XSHE    , ind15            
 0       , 001965   , 001965.XSHE    , ind3             
 0       , 002012   , 002012.XSHE    , ind16            
 0       , 002022   , 002022.XSHE    , ind1             
 0       , 002028   , 002028.XSHE    , ind21            
 0       , 002057   , 002057.XSHE    , ind25            
 0       , 002074   , 002074.XSHE    , ind21            
 0       , 002077   , 002077.XSHE    , ind20            
 0       , 002085   , 002085.XSHE    , ind2             
 0       , 002088   , 002088.XSHE    , ind14            
 0       , 002094   , 002094.XSHE    , ind31            
 0       , 002096   , 002096.XSHE    , ind5             
 0       , 002098   , 002098.XSHE    , ind22            
 0       , 002099   , 002099.XSHE    , ind1             
 0       , 002112   , 002112.XSHE    , ind21            
 0       , 002120   , 002120.XSHE    , ind3             
 0       , 002125   , 002125.XSHE    , ind21            
 0       , 002127   , 002127.XSHE    , ind23            
 0       , 002133   , 002133.XSHE    , ind19            
 0       , 002135   , 002135.XSHE    , ind7             
 0       , 002139   , 002139.XSHE    , ind20            
 0       , 002148   , 002148.XSHE    , ind9             
 0       , 002167   , 002167.XSHE    , ind25            
 0       , 002170   , 002170.XSHE    , ind5             
 0       , 002171   , 002171.XSHE    , ind25            
 0       , 002178   , 002178.XSHE    , ind26            
 0       , 002207   , 002207.XSHE    , ind29            
 0       , 002223   , 002223.XSHE    , ind1             
 0       , 002236   , 002236.XSHE    , ind26            
 0       , 002252   , 002252.XSHE    , ind1             
 0       , 002259   , 002259.XSHE    , ind4             
 0       , 002283   , 002283.XSHE    , ind2             
 0       , 002288   , 002288.XSHE    , ind20            
 0       , 002291   , 002291.XSHE    , ind12            
 0       , 002303   , 002303.XSHE    , ind16            
 0       , 002304   , 002304.XSHE    , ind11            
 0       , 002320   , 002320.XSHE    , ind3             
 0       , 002321   , 002321.XSHE    , ind13            
 0       , 002326   , 002326.XSHE    , ind5             
 0       , 002343   , 002343.XSHE    , ind12            
 0       , 002344   , 002344.XSHE    , ind23            
 0       , 002347   , 002347.XSHE    , ind15            
 0       , 002362   , 002362.XSHE    , ind26            
 0       , 002368   , 002368.XSHE    , ind26            
 0       , 002369   , 002369.XSHE    , ind20            
 0       , 002388   , 002388.XSHE    , ind20            
 0       , 002393   , 002393.XSHE    , ind1             
 0       , 002400   , 002400.XSHE    , ind12            
 0       , 002417   , 002417.XSHE    , ind26            
 0       , 002419   , 002419.XSHE    , ind23            
 0       , 002421   , 002421.XSHE    , ind26            
 0       , 002432   , 002432.XSHE    , ind1             
 0       , 002458   , 002458.XSHE    , ind13            
 0       , 002459   , 002459.XSHE    , ind21            
 0       , 002462   , 002462.XSHE    , ind1             
 0       , 002463   , 002463.XSHE    , ind20            
 0       , 002476   , 002476.XSHE    , ind29            
 0       , 002490   , 002490.XSHE    , ind15            
 0       , 002492   , 002492.XSHE    , ind3             
 0       , 002512   , 002512.XSHE    , ind26            
 0       , 002523   , 002523.XSHE    , ind15            
 0       , 002533   , 002533.XSHE    , ind21            
 0       , 002534   , 002534.XSHE    , ind21            
 0       , 002550   , 002550.XSHE    , ind1             
 0       , 002564   , 002564.XSHE    , ind7             
 0       , 002598   , 002598.XSHE    , ind15            
 0       , 002610   , 002610.XSHE    , ind21            
 0       , 002616   , 002616.XSHE    , ind4             
 0       , 002624   , 002624.XSHE    , ind12            
 0       , 002638   , 002638.XSHE    , ind18            
 0       , 002640   , 002640.XSHE    , ind23            
 0       , 002648   , 002648.XSHE    , ind5             
 0       , 002649   , 002649.XSHE    , ind26            
 0       , 002682   , 002682.XSHE    , ind3             
 0       , 002683   , 002683.XSHE    , ind5             
 0       , 002696   , 002696.XSHE    , ind13            
 0       , 002707   , 002707.XSHE    , ind18            
 0       , 002724   , 002724.XSHE    , ind20            
 0       , 002737   , 002737.XSHE    , ind1             
 0       , 002738   , 002738.XSHE    , ind25            
 0       , 002753   , 002753.XSHE    , ind5             
 0       , 002762   , 002762.XSHE    , ind22            
 0       , 002786   , 002786.XSHE    , ind15            
 0       , 002800   , 002800.XSHE    , ind3             
 0       , 002806   , 002806.XSHE    , ind25            
 0       , 002807   , 002807.XSHE    , ind17            
 0       , 002825   , 002825.XSHE    , ind5             
 0       , 002826   , 002826.XSHE    , ind1             
 0       , 002831   , 002831.XSHE    , ind16            
 0       , 002840   , 002840.XSHE    , ind11            
 0       , 002851   , 002851.XSHE    , ind21            
 0       , 002855   , 002855.XSHE    , ind20            
 0       , 002857   , 002857.XSHE    , ind21            
 0       , 002895   , 002895.XSHE    , ind5             
 0       , 002900   , 002900.XSHE    , ind1             
 0       , 002911   , 002911.XSHE    , ind4             
 0       , 002947   , 002947.XSHE    , ind20            
 0       , 002950   , 002950.XSHE    , ind1             
 0       , 002955   , 002955.XSHE    , ind20            
 0       , 002958   , 002958.XSHE    , ind17            
 0       , 002963   , 002963.XSHE    , ind7             
 0       , 002985   , 002985.XSHE    , ind24            
 0       , 002995   , 002995.XSHE    , ind12            
 0       , 003018   , 003018.XSHE    , ind16            
 0       , 003019   , 003019.XSHE    , ind20            
 0       , 003022   , 003022.XSHE    , ind21            
 0       , 003035   , 003035.XSHE    , ind4             
 0       , 003036   , 003036.XSHE    , ind15            
 0       , 070861   , 070861.XSHE    , NULL             
 0       , 300001   , 300001.XSHE    , ind21            
 0       , 300006   , 300006.XSHE    , ind1             
 0       , 300015   , 300015.XSHE    , ind1             
 0       , 300024   , 300024.XSHE    , ind15            
 0       , 300057   , 300057.XSHE    , ind25            
 0       , 300059   , 300059.XSHE    , ind28            
 0       , 300062   , 300062.XSHE    , ind21            
 0       , 300073   , 300073.XSHE    , ind21            
 0       , 300083   , 300083.XSHE    , ind15            
 0       , 300084   , 300084.XSHE    , ind15            
 0       , 300098   , 300098.XSHE    , ind26            
 0       , 300099   , 300099.XSHE    , ind15            
 0       , 300105   , 300105.XSHE    , ind21            
 0       , 300116   , 300116.XSHE    , ind21            
 0       , 300127   , 300127.XSHE    , ind25            
 0       , 300129   , 300129.XSHE    , ind21            
 0       , 300149   , 300149.XSHE    , ind1             
 0       , 300165   , 300165.XSHE    , ind15            
 0       , 300168   , 300168.XSHE    , ind26            
 0       , 300187   , 300187.XSHE    , ind30            
 0       , 300189   , 300189.XSHE    , ind13            
 0       , 300191   , 300191.XSHE    , ind29            
 0       , 300198   , 300198.XSHE    , ind14            
 0       , 300201   , 300201.XSHE    , ind15            
 0       , 300213   , 300213.XSHE    , ind9             
 0       , 300219   , 300219.XSHE    , ind20            
 0       , 300229   , 300229.XSHE    , ind26            
 0       , 300230   , 300230.XSHE    , ind5             
 0       , 300253   , 300253.XSHE    , ind26            
 0       , 300274   , 300274.XSHE    , ind21            
 0       , 300286   , 300286.XSHE    , ind21            
 0       , 300307   , 300307.XSHE    , ind15            
 0       , 300322   , 300322.XSHE    , ind20            
 0       , 300337   , 300337.XSHE    , ind25            
 0       , 300342   , 300342.XSHE    , ind6             
 0       , 300350   , 300350.XSHE    , ind3             
 0       , 300370   , 300370.XSHE    , ind15            
 0       , 300382   , 300382.XSHE    , ind15            
 0       , 300392   , 300392.XSHE    , ind12            
 0       , 300398   , 300398.XSHE    , ind20            
 0       , 300409   , 300409.XSHE    , ind21            
 0       , 300415   , 300415.XSHE    , ind15            
 0       , 300418   , 300418.XSHE    , ind12            
 0       , 300423   , 300423.XSHE    , ind21            
 0       , 300426   , 300426.XSHE    , ind12            
 0       , 300434   , 300434.XSHE    , ind1             
 0       , 300451   , 300451.XSHE    , ind26            
 0       , 300453   , 300453.XSHE    , ind1             
 0       , 300461   , 300461.XSHE    , ind15            
 0       , 300475   , 300475.XSHE    , ind20            
 0       , 300477   , 300477.XSHE    , ind21            
 0       , 300482   , 300482.XSHE    , ind1             
 0       , 300485   , 300485.XSHE    , ind1             
 0       , 300488   , 300488.XSHE    , ind15            
 0       , 300493   , 300493.XSHE    , ind20            
 0       , 300499   , 300499.XSHE    , ind15            
 0       , 300512   , 300512.XSHE    , ind15            
 0       , 300521   , 300521.XSHE    , ind15            
 0       , 300526   , 300526.XSHE    , ind22            
 0       , 300528   , 300528.XSHE    , ind12            
 0       , 300551   , 300551.XSHE    , ind26            
 0       , 300566   , 300566.XSHE    , ind20            
 0       , 300569   , 300569.XSHE    , ind21            
 0       , 300584   , 300584.XSHE    , ind1             
 0       , 300586   , 300586.XSHE    , ind5             
 0       , 300643   , 300643.XSHE    , ind2             
