action,amount,commission,filled,price,security,security_name,side,time
open,5300,28.66,5300,33.8,301075.XSHE,多瑞医药,long,2023-01-03 09:31:00
open,22800,28.71,22800,7.87,002591.XSHE,恒大高新,long,2023-01-03 09:37:00
open,12600,28.81,12600,14.29,300434.XSHE,金石亚药,long,2023-01-03 09:53:00
open,6500,28.58,6500,27.48,003004.XSHE,声迅股份,long,2023-01-03 10:04:00
open,17600,28.72,17600,10.2,002193.XSHE,如意集团,long,2023-01-03 10:10:00
open,2300,27.71,2300,75.3,301089.XSHE,拓新药业,long,2023-01-03 10:12:00
open,4900,28.45,4900,36.29,301211.XSHE,亨迪药业,long,2023-01-03 10:13:00
open,3000,17.56,3000,36.58,301075.XSHE,多瑞医药,long,2023-01-03 11:00:00
open,9500,28.71,9500,18.89,300753.XSHE,爱朋医疗,long,2023-01-03 14:29:00
open,13300,28.52,13300,13.4,600706.XSHG,曲江文旅,long,2023-01-04 09:44:00
close,8300,322.35,8300,33.48,301075.XSHE,多瑞医药,long,2023-01-04 13:31:00
close,22800,224.81,22800,8.5,002591.XSHE,恒大高新,long,2023-01-04 13:31:00
close,12600,194.83,12600,13.33,300434.XSHE,金石亚药,long,2023-01-04 13:31:00
close,17600,200.28,17600,9.81,002193.XSHE,如意集团,long,2023-01-04 13:31:00
close,2300,194.84,2300,73.03,301089.XSHE,拓新药业,long,2023-01-04 13:31:00
close,4900,188.65,4900,33.19,301211.XSHE,亨迪药业,long,2023-01-04 13:31:00
close,9500,205.41,9500,18.64,300753.XSHE,爱朋医疗,long,2023-01-04 13:31:00
open,14900,28.54,14900,11.97,601007.XSHG,金陵饭店,long,2023-01-04 13:36:00
close,6500,227.18,6500,30.13,003004.XSHE,声迅股份,long,2023-01-04 13:37:00
open,17100,28.45,17100,10.4,002193.XSHE,如意集团,long,2023-01-05 09:34:00
open,6800,28.44,6800,26.14,002875.XSHE,安奈儿,long,2023-01-05 09:40:00
open,10200,0.0,0,0.0,002193.XSHE,如意集团,long,2023-01-05 11:00:00
open,10200,0.0,0,0.0,002193.XSHE,如意集团,long,2023-01-05 11:01:00
open,10200,0.0,0,0.0,002193.XSHE,如意集团,long,2023-01-05 11:02:00
open,10200,0.0,0,0.0,002193.XSHE,如意集团,long,2023-01-05 11:03:00
open,10200,0.0,0,0.0,002193.XSHE,如意集团,long,2023-01-05 11:04:00
open,10200,0.0,0,0.0,002193.XSHE,如意集团,long,2023-01-05 11:05:00
open,10200,0.0,0,0.0,002193.XSHE,如意集团,long,2023-01-05 11:06:00
open,10200,0.0,0,0.0,002193.XSHE,如意集团,long,2023-01-05 11:07:00
open,10200,0.0,0,0.0,002193.XSHE,如意集团,long,2023-01-05 11:08:00
open,10200,0.0,0,0.0,002193.XSHE,如意集团,long,2023-01-05 11:09:00
open,10200,0.0,0,0.0,002193.XSHE,如意集团,long,2023-01-05 11:10:00
open,10200,0.0,0,0.0,002193.XSHE,如意集团,long,2023-01-05 11:11:00
open,10200,0.0,0,0.0,002193.XSHE,如意集团,long,2023-01-05 11:12:00
open,10200,0.0,0,0.0,002193.XSHE,如意集团,long,2023-01-05 11:13:00
open,10200,0.0,0,0.0,002193.XSHE,如意集团,long,2023-01-05 11:14:00
open,10200,0.0,0,0.0,002193.XSHE,如意集团,long,2023-01-05 11:15:00
open,10200,0.0,0,0.0,002193.XSHE,如意集团,long,2023-01-05 11:16:00
open,10200,0.0,0,0.0,002193.XSHE,如意集团,long,2023-01-05 11:17:00
open,10200,0.0,0,0.0,002193.XSHE,如意集团,long,2023-01-05 11:18:00
open,10200,0.0,0,0.0,002193.XSHE,如意集团,long,2023-01-05 11:19:00
open,10200,0.0,0,0.0,002193.XSHE,如意集团,long,2023-01-05 11:20:00
open,10200,0.0,0,0.0,002193.XSHE,如意集团,long,2023-01-05 11:21:00
open,10200,0.0,0,0.0,002193.XSHE,如意集团,long,2023-01-05 11:22:00
open,10200,0.0,0,0.0,002193.XSHE,如意集团,long,2023-01-05 11:23:00
open,10200,0.0,0,0.0,002193.XSHE,如意集团,long,2023-01-05 11:24:00
open,10200,0.0,0,0.0,002193.XSHE,如意集团,long,2023-01-05 11:25:00
open,10200,0.0,0,0.0,002193.XSHE,如意集团,long,2023-01-05 11:26:00
open,10200,0.0,0,0.0,002193.XSHE,如意集团,long,2023-01-05 11:27:00
open,10200,0.0,0,0.0,002193.XSHE,如意集团,long,2023-01-05 11:28:00
open,10200,0.0,0,0.0,002193.XSHE,如意集团,long,2023-01-05 11:29:00
open,10200,0.0,0,0.0,002193.XSHE,如意集团,long,2023-01-05 13:00:00
open,10200,0.0,0,0.0,002193.XSHE,如意集团,long,2023-01-05 13:01:00
open,10200,0.0,0,0.0,002193.XSHE,如意集团,long,2023-01-05 13:02:00
open,10200,0.0,0,0.0,002193.XSHE,如意集团,long,2023-01-05 13:03:00
open,10200,0.0,0,0.0,002193.XSHE,如意集团,long,2023-01-05 13:04:00
open,10200,0.0,0,0.0,002193.XSHE,如意集团,long,2023-01-05 13:05:00
open,10200,0.0,0,0.0,002193.XSHE,如意集团,long,2023-01-05 13:06:00
open,10200,0.0,0,0.0,002193.XSHE,如意集团,long,2023-01-05 13:07:00
open,10200,0.0,0,0.0,002193.XSHE,如意集团,long,2023-01-05 13:08:00
open,10200,0.0,0,0.0,002193.XSHE,如意集团,long,2023-01-05 13:09:00
open,10200,0.0,0,0.0,002193.XSHE,如意集团,long,2023-01-05 13:10:00
open,10200,0.0,0,0.0,002193.XSHE,如意集团,long,2023-01-05 13:11:00
open,10200,0.0,0,0.0,002193.XSHE,如意集团,long,2023-01-05 13:12:00
open,10200,0.0,0,0.0,002193.XSHE,如意集团,long,2023-01-05 13:13:00
open,10200,0.0,0,0.0,002193.XSHE,如意集团,long,2023-01-05 13:14:00
open,10200,0.0,0,0.0,002193.XSHE,如意集团,long,2023-01-05 13:15:00
open,10200,0.0,0,0.0,002193.XSHE,如意集团,long,2023-01-05 13:16:00
open,10200,0.0,0,0.0,002193.XSHE,如意集团,long,2023-01-05 13:17:00
open,10200,0.0,0,0.0,002193.XSHE,如意集团,long,2023-01-05 13:18:00
open,10200,0.0,0,0.0,002193.XSHE,如意集团,long,2023-01-05 13:19:00
open,10200,0.0,0,0.0,002193.XSHE,如意集团,long,2023-01-05 13:20:00
open,10200,0.0,0,0.0,002193.XSHE,如意集团,long,2023-01-05 13:21:00
open,10200,0.0,0,0.0,002193.XSHE,如意集团,long,2023-01-05 13:22:00
open,10200,0.0,0,0.0,002193.XSHE,如意集团,long,2023-01-05 13:23:00
open,10200,0.0,0,0.0,002193.XSHE,如意集团,long,2023-01-05 13:24:00
open,10200,0.0,0,0.0,002193.XSHE,如意集团,long,2023-01-05 13:25:00
open,10200,0.0,0,0.0,002193.XSHE,如意集团,long,2023-01-05 13:26:00
open,10200,0.0,0,0.0,002193.XSHE,如意集团,long,2023-01-05 13:27:00
open,10200,0.0,0,0.0,002193.XSHE,如意集团,long,2023-01-05 13:28:00
open,10200,0.0,0,0.0,002193.XSHE,如意集团,long,2023-01-05 13:29:00
open,10200,0.0,0,0.0,002193.XSHE,如意集团,long,2023-01-05 13:30:00
close,13300,213.37,13300,13.83,600706.XSHG,曲江文旅,long,2023-01-05 13:31:00
close,14900,193.41,14900,11.19,601007.XSHG,金陵饭店,long,2023-01-05 13:31:00
open,10200,0.0,0,0.0,002193.XSHE,如意集团,long,2023-01-05 13:31:00
open,10200,0.0,0,0.0,002193.XSHE,如意集团,long,2023-01-05 13:32:00
open,10200,0.0,0,0.0,002193.XSHE,如意集团,long,2023-01-05 13:33:00
open,10200,0.0,0,0.0,002193.XSHE,如意集团,long,2023-01-05 13:34:00
open,10200,0.0,0,0.0,002193.XSHE,如意集团,long,2023-01-05 13:35:00
open,10200,0.0,0,0.0,002193.XSHE,如意集团,long,2023-01-05 13:36:00
open,10200,0.0,0,0.0,002193.XSHE,如意集团,long,2023-01-05 13:37:00
open,10200,0.0,0,0.0,002193.XSHE,如意集团,long,2023-01-05 13:38:00
open,10200,0.0,0,0.0,002193.XSHE,如意集团,long,2023-01-05 13:39:00
open,10200,0.0,0,0.0,002193.XSHE,如意集团,long,2023-01-05 13:40:00
open,10200,0.0,0,0.0,002193.XSHE,如意集团,long,2023-01-05 13:41:00
open,10200,0.0,0,0.0,002193.XSHE,如意集团,long,2023-01-05 13:42:00
open,10200,0.0,0,0.0,002193.XSHE,如意集团,long,2023-01-05 13:43:00
open,10200,0.0,0,0.0,002193.XSHE,如意集团,long,2023-01-05 13:44:00
open,10200,0.0,0,0.0,002193.XSHE,如意集团,long,2023-01-05 13:45:00
open,10200,0.0,0,0.0,002193.XSHE,如意集团,long,2023-01-05 13:46:00
open,10200,0.0,0,0.0,002193.XSHE,如意集团,long,2023-01-05 13:47:00
open,10200,0.0,0,0.0,002193.XSHE,如意集团,long,2023-01-05 13:48:00
open,10200,0.0,0,0.0,002193.XSHE,如意集团,long,2023-01-05 13:49:00
open,10200,0.0,0,0.0,002193.XSHE,如意集团,long,2023-01-05 13:50:00
open,10200,0.0,0,0.0,002193.XSHE,如意集团,long,2023-01-05 13:51:00
open,10200,0.0,0,0.0,002193.XSHE,如意集团,long,2023-01-05 13:52:00
open,10200,0.0,0,0.0,002193.XSHE,如意集团,long,2023-01-05 13:53:00
open,10200,0.0,0,0.0,002193.XSHE,如意集团,long,2023-01-05 13:54:00
open,10200,0.0,0,0.0,002193.XSHE,如意集团,long,2023-01-05 13:55:00
open,10200,0.0,0,0.0,002193.XSHE,如意集团,long,2023-01-05 13:56:00
open,10200,0.0,0,0.0,002193.XSHE,如意集团,long,2023-01-05 13:57:00
open,10200,0.0,0,0.0,002193.XSHE,如意集团,long,2023-01-05 13:58:00
open,10200,0.0,0,0.0,002193.XSHE,如意集团,long,2023-01-05 13:59:00
open,10200,0.0,0,0.0,002193.XSHE,如意集团,long,2023-01-05 14:00:00
open,10200,0.0,0,0.0,002193.XSHE,如意集团,long,2023-01-05 14:01:00
open,10200,0.0,0,0.0,002193.XSHE,如意集团,long,2023-01-05 14:02:00
open,10200,0.0,0,0.0,002193.XSHE,如意集团,long,2023-01-05 14:03:00
open,10200,0.0,0,0.0,002193.XSHE,如意集团,long,2023-01-05 14:04:00
open,10200,0.0,0,0.0,002193.XSHE,如意集团,long,2023-01-05 14:05:00
open,10200,0.0,0,0.0,002193.XSHE,如意集团,long,2023-01-05 14:06:00
open,10200,0.0,0,0.0,002193.XSHE,如意集团,long,2023-01-05 14:07:00
open,10200,0.0,0,0.0,002193.XSHE,如意集团,long,2023-01-05 14:08:00
open,10200,0.0,0,0.0,002193.XSHE,如意集团,long,2023-01-05 14:09:00
open,10200,0.0,0,0.0,002193.XSHE,如意集团,long,2023-01-05 14:10:00
open,10200,0.0,0,0.0,002193.XSHE,如意集团,long,2023-01-05 14:11:00
open,10200,0.0,0,0.0,002193.XSHE,如意集团,long,2023-01-05 14:12:00
open,10200,0.0,0,0.0,002193.XSHE,如意集团,long,2023-01-05 14:13:00
open,10200,0.0,0,0.0,002193.XSHE,如意集团,long,2023-01-05 14:14:00
open,10200,0.0,0,0.0,002193.XSHE,如意集团,long,2023-01-05 14:15:00
open,10200,0.0,0,0.0,002193.XSHE,如意集团,long,2023-01-05 14:16:00
open,10200,0.0,0,0.0,002193.XSHE,如意集团,long,2023-01-05 14:17:00
open,10200,0.0,0,0.0,002193.XSHE,如意集团,long,2023-01-05 14:18:00
open,10200,0.0,0,0.0,002193.XSHE,如意集团,long,2023-01-05 14:19:00
open,10200,0.0,0,0.0,002193.XSHE,如意集团,long,2023-01-05 14:20:00
open,10200,0.0,0,0.0,002193.XSHE,如意集团,long,2023-01-05 14:21:00
open,10200,0.0,0,0.0,002193.XSHE,如意集团,long,2023-01-05 14:22:00
open,10200,0.0,0,0.0,002193.XSHE,如意集团,long,2023-01-05 14:23:00
open,10200,0.0,0,0.0,002193.XSHE,如意集团,long,2023-01-05 14:24:00
open,10200,0.0,0,0.0,002193.XSHE,如意集团,long,2023-01-05 14:25:00
open,10200,0.0,0,0.0,002193.XSHE,如意集团,long,2023-01-05 14:26:00
open,10200,0.0,0,0.0,002193.XSHE,如意集团,long,2023-01-05 14:27:00
open,10200,0.0,0,0.0,002193.XSHE,如意集团,long,2023-01-05 14:28:00
open,10200,0.0,0,0.0,002193.XSHE,如意集团,long,2023-01-05 14:29:00
open,29800,28.56,29800,5.99,002467.XSHE,二六三,long,2023-01-06 10:16:00
open,7400,7.12,7400,6.01,002467.XSHE,二六三,long,2023-01-06 11:00:00
close,17100,209.67,17100,10.57,002193.XSHE,如意集团,long,2023-01-06 13:31:00
close,6800,197.36,6800,25.02,002875.XSHE,安奈儿,long,2023-01-06 13:31:00
open,4200,28.42,4200,42.29,301026.XSHE,浩通科技,long,2023-01-09 09:41:00
open,16100,28.41,16100,11.03,600661.XSHG,昂立教育,long,2023-01-09 09:41:00
open,23600,28.43,23600,7.53,300359.XSHE,全通教育,long,2023-01-09 10:11:00
open,21600,28.41,21600,8.22,002357.XSHE,富临运业,long,2023-01-09 10:15:00
open,11200,28.46,11200,15.88,002213.XSHE,大为股份,long,2023-01-09 10:55:00
open,14300,17.8,14300,7.78,300359.XSHE,全通教育,long,2023-01-09 11:00:00
open,45700,28.66,45700,3.92,600853.XSHG,龙建股份,long,2023-01-09 13:05:00
close,37200,253.3,37200,5.87,002467.XSHE,二六三,long,2023-01-09 13:31:00
close,4200,209.01,4200,42.9,301026.XSHE,浩通科技,long,2023-01-10 13:31:00
close,16100,207.68,16100,11.12,600661.XSHG,昂立教育,long,2023-01-10 13:31:00
close,37900,341.16,37900,7.76,300359.XSHE,全通教育,long,2023-01-10 13:31:00
close,21600,201.45,21600,8.04,002357.XSHE,富临运业,long,2023-01-10 13:31:00
close,11200,206.44,11200,15.89,002213.XSHE,大为股份,long,2023-01-10 13:31:00
close,45700,204.63,45700,3.86,600853.XSHG,龙建股份,long,2023-01-10 13:31:00
open,11600,28.34,11600,15.27,300551.XSHE,古鳌科技,long,2023-01-13 09:37:00
open,7200,28.3,7200,24.57,300565.XSHE,科信技术,long,2023-01-13 09:43:00
open,6800,28.16,6800,25.88,603029.XSHG,天鹅股份,long,2023-01-13 09:43:00
open,15400,28.46,15400,11.55,000929.XSHE,兰州黄河,long,2023-01-13 10:01:00
open,2900,7.1,2900,15.31,300551.XSHE,古鳌科技,long,2023-01-13 11:00:00
open,12400,28.47,12400,14.35,603711.XSHG,香飘飘,long,2023-01-13 14:11:00
open,21100,28.43,21100,8.42,002279.XSHE,久其软件,long,2023-01-16 09:31:00
open,12200,28.36,12200,14.53,002336.XSHE,人人乐,long,2023-01-16 10:20:00
open,12600,0.0,0,0.0,002279.XSHE,久其软件,long,2023-01-16 11:00:00
open,7400,17.64,7400,14.9,002336.XSHE,人人乐,long,2023-01-16 11:00:00
open,12600,0.0,0,0.0,002279.XSHE,久其软件,long,2023-01-16 11:01:00
open,12600,0.0,0,0.0,002279.XSHE,久其软件,long,2023-01-16 11:02:00
open,12600,0.0,0,0.0,002279.XSHE,久其软件,long,2023-01-16 11:03:00
open,12600,0.0,0,0.0,002279.XSHE,久其软件,long,2023-01-16 11:04:00
open,12600,0.0,0,0.0,002279.XSHE,久其软件,long,2023-01-16 11:05:00
open,12600,0.0,0,0.0,002279.XSHE,久其软件,long,2023-01-16 11:06:00
open,12600,0.0,0,0.0,002279.XSHE,久其软件,long,2023-01-16 11:07:00
open,12600,0.0,0,0.0,002279.XSHE,久其软件,long,2023-01-16 11:08:00
open,12600,0.0,0,0.0,002279.XSHE,久其软件,long,2023-01-16 11:09:00
open,12600,0.0,0,0.0,002279.XSHE,久其软件,long,2023-01-16 11:10:00
open,12600,0.0,0,0.0,002279.XSHE,久其软件,long,2023-01-16 11:11:00
open,12600,0.0,0,0.0,002279.XSHE,久其软件,long,2023-01-16 11:12:00
open,12600,0.0,0,0.0,002279.XSHE,久其软件,long,2023-01-16 11:13:00
open,12600,0.0,0,0.0,002279.XSHE,久其软件,long,2023-01-16 11:14:00
open,12600,0.0,0,0.0,002279.XSHE,久其软件,long,2023-01-16 11:15:00
open,12600,0.0,0,0.0,002279.XSHE,久其软件,long,2023-01-16 11:16:00
open,12600,0.0,0,0.0,002279.XSHE,久其软件,long,2023-01-16 11:17:00
open,12600,0.0,0,0.0,002279.XSHE,久其软件,long,2023-01-16 11:18:00
open,12600,0.0,0,0.0,002279.XSHE,久其软件,long,2023-01-16 11:19:00
open,12600,0.0,0,0.0,002279.XSHE,久其软件,long,2023-01-16 11:20:00
open,12600,0.0,0,0.0,002279.XSHE,久其软件,long,2023-01-16 11:21:00
open,12600,0.0,0,0.0,002279.XSHE,久其软件,long,2023-01-16 11:22:00
open,12600,0.0,0,0.0,002279.XSHE,久其软件,long,2023-01-16 11:23:00
open,12600,0.0,0,0.0,002279.XSHE,久其软件,long,2023-01-16 11:24:00
open,12600,0.0,0,0.0,002279.XSHE,久其软件,long,2023-01-16 11:25:00
open,12600,0.0,0,0.0,002279.XSHE,久其软件,long,2023-01-16 11:26:00
open,12600,0.0,0,0.0,002279.XSHE,久其软件,long,2023-01-16 11:27:00
open,12600,0.0,0,0.0,002279.XSHE,久其软件,long,2023-01-16 11:28:00
open,12600,0.0,0,0.0,002279.XSHE,久其软件,long,2023-01-16 11:29:00
open,12600,0.0,0,0.0,002279.XSHE,久其软件,long,2023-01-16 13:00:00
open,12600,0.0,0,0.0,002279.XSHE,久其软件,long,2023-01-16 13:01:00
open,12600,0.0,0,0.0,002279.XSHE,久其软件,long,2023-01-16 13:02:00
open,12600,0.0,0,0.0,002279.XSHE,久其软件,long,2023-01-16 13:03:00
open,12600,0.0,0,0.0,002279.XSHE,久其软件,long,2023-01-16 13:04:00
open,12600,0.0,0,0.0,002279.XSHE,久其软件,long,2023-01-16 13:05:00
open,12600,0.0,0,0.0,002279.XSHE,久其软件,long,2023-01-16 13:06:00
open,12600,0.0,0,0.0,002279.XSHE,久其软件,long,2023-01-16 13:07:00
open,12600,0.0,0,0.0,002279.XSHE,久其软件,long,2023-01-16 13:08:00
open,12600,0.0,0,0.0,002279.XSHE,久其软件,long,2023-01-16 13:09:00
open,12600,0.0,0,0.0,002279.XSHE,久其软件,long,2023-01-16 13:10:00
open,12600,0.0,0,0.0,002279.XSHE,久其软件,long,2023-01-16 13:11:00
open,12600,0.0,0,0.0,002279.XSHE,久其软件,long,2023-01-16 13:12:00
open,12600,0.0,0,0.0,002279.XSHE,久其软件,long,2023-01-16 13:13:00
open,12600,0.0,0,0.0,002279.XSHE,久其软件,long,2023-01-16 13:14:00
open,12600,0.0,0,0.0,002279.XSHE,久其软件,long,2023-01-16 13:15:00
open,12600,0.0,0,0.0,002279.XSHE,久其软件,long,2023-01-16 13:16:00
open,12600,0.0,0,0.0,002279.XSHE,久其软件,long,2023-01-16 13:17:00
open,12600,0.0,0,0.0,002279.XSHE,久其软件,long,2023-01-16 13:18:00
open,12600,0.0,0,0.0,002279.XSHE,久其软件,long,2023-01-16 13:19:00
open,12600,0.0,0,0.0,002279.XSHE,久其软件,long,2023-01-16 13:20:00
open,12600,0.0,0,0.0,002279.XSHE,久其软件,long,2023-01-16 13:21:00
open,12600,0.0,0,0.0,002279.XSHE,久其软件,long,2023-01-16 13:22:00
open,12600,0.0,0,0.0,002279.XSHE,久其软件,long,2023-01-16 13:23:00
open,12600,0.0,0,0.0,002279.XSHE,久其软件,long,2023-01-16 13:24:00
open,12600,0.0,0,0.0,002279.XSHE,久其软件,long,2023-01-16 13:25:00
open,12600,0.0,0,0.0,002279.XSHE,久其软件,long,2023-01-16 13:26:00
open,12600,0.0,0,0.0,002279.XSHE,久其软件,long,2023-01-16 13:27:00
open,12600,0.0,0,0.0,002279.XSHE,久其软件,long,2023-01-16 13:28:00
open,12600,0.0,0,0.0,002279.XSHE,久其软件,long,2023-01-16 13:29:00
open,12600,0.0,0,0.0,002279.XSHE,久其软件,long,2023-01-16 13:30:00
close,14500,254.99,14500,15.16,300551.XSHE,古鳌科技,long,2023-01-16 13:31:00
close,7200,197.52,7200,23.65,300565.XSHE,科信技术,long,2023-01-16 13:31:00
close,6800,194.44,6800,24.65,603029.XSHG,天鹅股份,long,2023-01-16 13:31:00
close,15400,200.43,15400,11.22,000929.XSHE,兰州黄河,long,2023-01-16 13:31:00
close,12400,221.8,12400,15.42,603711.XSHG,香飘飘,long,2023-01-16 13:31:00
open,12600,0.0,0,0.0,002279.XSHE,久其软件,long,2023-01-16 13:31:00
open,12600,0.0,0,0.0,002279.XSHE,久其软件,long,2023-01-16 13:32:00
open,12600,0.0,0,0.0,002279.XSHE,久其软件,long,2023-01-16 13:33:00
open,12600,0.0,0,0.0,002279.XSHE,久其软件,long,2023-01-16 13:34:00
open,12600,0.0,0,0.0,002279.XSHE,久其软件,long,2023-01-16 13:35:00
open,12600,0.0,0,0.0,002279.XSHE,久其软件,long,2023-01-16 13:36:00
open,12600,0.0,0,0.0,002279.XSHE,久其软件,long,2023-01-16 13:37:00
open,12600,0.0,0,0.0,002279.XSHE,久其软件,long,2023-01-16 13:38:00
open,12600,0.0,0,0.0,002279.XSHE,久其软件,long,2023-01-16 13:39:00
open,12600,0.0,0,0.0,002279.XSHE,久其软件,long,2023-01-16 13:40:00
open,12600,0.0,0,0.0,002279.XSHE,久其软件,long,2023-01-16 13:41:00
open,12600,0.0,0,0.0,002279.XSHE,久其软件,long,2023-01-16 13:42:00
open,12600,0.0,0,0.0,002279.XSHE,久其软件,long,2023-01-16 13:43:00
open,12600,0.0,0,0.0,002279.XSHE,久其软件,long,2023-01-16 13:44:00
open,12600,0.0,0,0.0,002279.XSHE,久其软件,long,2023-01-16 13:45:00
open,12600,0.0,0,0.0,002279.XSHE,久其软件,long,2023-01-16 13:46:00
open,12600,0.0,0,0.0,002279.XSHE,久其软件,long,2023-01-16 13:47:00
open,12600,0.0,0,0.0,002279.XSHE,久其软件,long,2023-01-16 13:48:00
open,12600,0.0,0,0.0,002279.XSHE,久其软件,long,2023-01-16 13:49:00
open,12600,0.0,0,0.0,002279.XSHE,久其软件,long,2023-01-16 13:50:00
open,12600,0.0,0,0.0,002279.XSHE,久其软件,long,2023-01-16 13:51:00
open,12600,0.0,0,0.0,002279.XSHE,久其软件,long,2023-01-16 13:52:00
open,12600,0.0,0,0.0,002279.XSHE,久其软件,long,2023-01-16 13:53:00
open,12600,0.0,0,0.0,002279.XSHE,久其软件,long,2023-01-16 13:54:00
open,12600,0.0,0,0.0,002279.XSHE,久其软件,long,2023-01-16 13:55:00
open,12600,0.0,0,0.0,002279.XSHE,久其软件,long,2023-01-16 13:56:00
open,12600,0.0,0,0.0,002279.XSHE,久其软件,long,2023-01-16 13:57:00
open,12600,0.0,0,0.0,002279.XSHE,久其软件,long,2023-01-16 13:58:00
open,12600,0.0,0,0.0,002279.XSHE,久其软件,long,2023-01-16 13:59:00
open,12600,0.0,0,0.0,002279.XSHE,久其软件,long,2023-01-16 14:00:00
open,12600,0.0,0,0.0,002279.XSHE,久其软件,long,2023-01-16 14:01:00
open,12600,0.0,0,0.0,002279.XSHE,久其软件,long,2023-01-16 14:02:00
open,12600,0.0,0,0.0,002279.XSHE,久其软件,long,2023-01-16 14:03:00
open,12600,0.0,0,0.0,002279.XSHE,久其软件,long,2023-01-16 14:04:00
open,12600,0.0,0,0.0,002279.XSHE,久其软件,long,2023-01-16 14:05:00
open,12600,0.0,0,0.0,002279.XSHE,久其软件,long,2023-01-16 14:06:00
open,12600,0.0,0,0.0,002279.XSHE,久其软件,long,2023-01-16 14:07:00
open,12600,0.0,0,0.0,002279.XSHE,久其软件,long,2023-01-16 14:08:00
open,12600,0.0,0,0.0,002279.XSHE,久其软件,long,2023-01-16 14:09:00
open,12600,0.0,0,0.0,002279.XSHE,久其软件,long,2023-01-16 14:10:00
open,12600,0.0,0,0.0,002279.XSHE,久其软件,long,2023-01-16 14:11:00
open,12600,0.0,0,0.0,002279.XSHE,久其软件,long,2023-01-16 14:12:00
open,12600,0.0,0,0.0,002279.XSHE,久其软件,long,2023-01-16 14:13:00
open,12600,0.0,0,0.0,002279.XSHE,久其软件,long,2023-01-16 14:14:00
open,12600,0.0,0,0.0,002279.XSHE,久其软件,long,2023-01-16 14:15:00
open,12600,0.0,0,0.0,002279.XSHE,久其软件,long,2023-01-16 14:16:00
open,12600,0.0,0,0.0,002279.XSHE,久其软件,long,2023-01-16 14:17:00
open,12600,0.0,0,0.0,002279.XSHE,久其软件,long,2023-01-16 14:18:00
open,12600,0.0,0,0.0,002279.XSHE,久其软件,long,2023-01-16 14:19:00
open,12600,0.0,0,0.0,002279.XSHE,久其软件,long,2023-01-16 14:20:00
open,12600,0.0,0,0.0,002279.XSHE,久其软件,long,2023-01-16 14:21:00
open,12600,0.0,0,0.0,002279.XSHE,久其软件,long,2023-01-16 14:22:00
open,12600,0.0,0,0.0,002279.XSHE,久其软件,long,2023-01-16 14:23:00
open,12600,0.0,0,0.0,002279.XSHE,久其软件,long,2023-01-16 14:24:00
open,12600,0.0,0,0.0,002279.XSHE,久其软件,long,2023-01-16 14:25:00
open,12600,0.0,0,0.0,002279.XSHE,久其软件,long,2023-01-16 14:26:00
open,12600,0.0,0,0.0,002279.XSHE,久其软件,long,2023-01-16 14:27:00
open,12600,0.0,0,0.0,002279.XSHE,久其软件,long,2023-01-16 14:28:00
open,12600,0.0,0,0.0,002279.XSHE,久其软件,long,2023-01-16 14:29:00
open,2900,27.6,2900,59.48,300553.XSHE,集智股份,long,2023-01-17 10:39:00
open,700,6.72,700,60.03,300553.XSHE,集智股份,long,2023-01-17 11:00:00
close,21100,230.07,21100,9.4,002279.XSHE,久其软件,long,2023-01-17 13:31:00
close,19600,319.44,19600,14.05,002336.XSHE,人人乐,long,2023-01-17 13:31:00
open,38900,28.57,38900,4.59,002172.XSHE,澳洋健康,long,2023-01-18 09:46:00
close,3600,262.67,3600,62.9,300553.XSHE,集智股份,long,2023-01-18 13:31:00
open,6800,28.22,6800,25.94,300659.XSHE,中孚信息,long,2023-01-18 14:10:00
close,38900,197.19,38900,4.37,002172.XSHE,澳洋健康,long,2023-01-19 13:31:00
close,6800,216.13,6800,27.4,300659.XSHE,中孚信息,long,2023-01-19 13:31:00
open,17900,28.5,17900,9.95,002290.XSHE,禾盛新材,long,2023-01-20 09:32:00
open,26000,28.62,26000,6.88,002686.XSHE,亿利达,long,2023-01-20 09:34:00
open,12000,28.65,12000,14.92,000610.XSHE,西安旅游,long,2023-01-20 09:48:00
open,23200,28.55,23200,7.69,300359.XSHE,全通教育,long,2023-01-20 09:57:00
open,10700,0.0,0,0.0,002290.XSHE,禾盛新材,long,2023-01-20 11:00:00
open,10700,0.0,0,0.0,002290.XSHE,禾盛新材,long,2023-01-20 11:01:00
open,10700,0.0,0,0.0,002290.XSHE,禾盛新材,long,2023-01-20 11:02:00
open,10700,0.0,0,0.0,002290.XSHE,禾盛新材,long,2023-01-20 11:03:00
open,10700,0.0,0,0.0,002290.XSHE,禾盛新材,long,2023-01-20 11:04:00
open,10700,0.0,0,0.0,002290.XSHE,禾盛新材,long,2023-01-20 11:05:00
open,10700,0.0,0,0.0,002290.XSHE,禾盛新材,long,2023-01-20 11:06:00
open,10700,0.0,0,0.0,002290.XSHE,禾盛新材,long,2023-01-20 11:07:00
open,10700,0.0,0,0.0,002290.XSHE,禾盛新材,long,2023-01-20 11:08:00
open,10700,0.0,0,0.0,002290.XSHE,禾盛新材,long,2023-01-20 11:09:00
open,10700,0.0,0,0.0,002290.XSHE,禾盛新材,long,2023-01-20 11:10:00
open,10700,0.0,0,0.0,002290.XSHE,禾盛新材,long,2023-01-20 11:11:00
open,10700,0.0,0,0.0,002290.XSHE,禾盛新材,long,2023-01-20 11:12:00
